passengerId|longest_run
2068,31
4827,27
288,26
2857,26
3173,25
5668,25
9441,24
1598,24
1673,24
613,23
391,23
1240,23
1769,23
3093,23
5332,23
1337,22
398,22
1464,22
2717,22
3078,22
3405,22
4034,22
350,22
4552,22
5423,22
798,21
1581,21
2437,21
2378,21
2734,21
3309,21
3883,21
4611,21
4774,21
7810,21
7832,21
8353,21
6777,21
139,21
1651,21
435,21
437,21
662,21
5416,20
6060,20
6591,20
6805,20
888,20
859,20
1074,20
1246,20
1818,20
1482,20
1739,20
2511,20
2684,20
3278,20
3608,20
3924,20
4335,20
3937,20
4399,20
4473,20
4816,20
5012,20
366,19
459,19
525,19
603,19
813,19
1272,19
950,19
1276,19
1315,19
1321,19
1343,19
2518,19
2776,19
3153,19
2867,19
2969,19
3180,19
3332,19
3802,19
3837,19
4200,19
4404,19
4395,19
4903,19
5096,19
5198,19
5380,19
5711,19
5769,19
7877,19
6030,19
6857,19
9410,19
8045,19
10795,19
92,19
5922,19
1521,18
1800,18
1822,18
2065,18
2251,18
2325,18
2408,18
2537,18
2685,18
2702,18
2728,18
2789,18
2910,18
3117,18
3297,18
3292,18
3343,18
3356,18
3665,18
3735,18
3875,18
4082,18
4316,18
4092,18
4178,18
4329,18
4379,18
4441,18
4451,18
4675,18
4917,18
4854,18
5043,18
5073,18
5081,18
5491,18
5760,18
5787,18
6050,18
6001,18
6027,18
6059,18
6100,18
7209,18
7508,18
8007,18
7661,18
8017,18
8121,18
8167,18
8684,18
8704,18
9101,18
9620,18
11450,18
5959,18
61,18
2482,18
135,18
264,18
392,18
311,18
393,18
638,18
860,18
905,18
993,18
968,18
975,18
1143,18
1158,18
1250,18
1333,18
1444,18
1678,18
4969,17
5015,17
5101,17
5116,17
5278,17
5467,17
5414,17
5544,17
5867,17
5977,17
6052,17
6064,17
6084,17
6874,17
6882,17
6900,17
6987,17
7118,17
7243,17
7770,17
7379,17
7801,17
7837,17
8036,17
8290,17
8821,17
8988,17
9683,17
6823,17
9997,17
8998,17
11198,17
9252,17
10083,17
64,17
187,17
6548,17
199,17
262,17
274,17
364,17
407,17
375,17
456,17
611,17
631,17
660,17
674,17
721,17
920,17
1020,17
1029,17
763,17
1046,17
1242,17
1265,17
1288,17
1352,17
1342,17
1386,17
1538,17
1828,17
1849,17
2030,17
2485,17
2550,17
2488,17
2544,17
2560,17
2861,17
2869,17
3071,17
3171,17
3303,17
3279,17
3307,17
3409,17
3410,17
3436,17
3453,17
3483,17
3615,17
4016,17
3773,17
3913,17
4069,17
4080,17
4097,17
4170,17
4430,17
4209,17
4483,17
4496,17
4502,17
4580,17
4632,17
4641,17
4955,17
4700,17
4876,17
356,16
276,16
269,16
360,16
368,16
446,16
624,16
664,16
690,16
833,16
1108,16
953,16
972,16
1218,16
1248,16
1254,16
1263,16
1413,16
1311,16
1423,16
1424,16
1451,16
1454,16
1468,16
1472,16
1544,16
1484,16
1539,16
1591,16
1613,16
1762,16
2124,16
2201,16
2262,16
2231,16
2432,16
2479,16
2500,16
2501,16
2545,16
2596,16
2653,16
2656,16
2693,16
2610,16
2747,16
2773,16
2975,16
3029,16
3077,16
3065,16
3101,16
3149,16
3152,16
3169,16
3286,16
3317,16
3472,16
3442,16
3468,16
3545,16
3631,16
3889,16
3930,16
3963,16
4020,16
4009,16
4056,16
4247,16
4283,16
4294,16
4336,16
4339,16
4542,16
4593,16
4551,16
4554,16
4607,16
4671,16
4744,16
4814,16
4983,16
4972,16
4990,16
5009,16
5356,16
5411,16
5438,16
5447,16
5734,16
5596,16
5716,16
5944,16
5997,16
6067,16
6089,16
6166,16
6858,16
6575,16
6878,16
7433,16
7505,16
7551,16
7565,16
7581,16
8132,16
8158,16
8180,16
8260,16
8411,16
8552,16
8529,16
8609,16
8981,16
9063,16
9098,16
9700,16
10329,16
10767,16
8048,16
11011,16
10461,16
9665,16
10478,16
11834,16
210,16
7868,16
8024,16
3645,15
3670,15
3677,15
3716,15
3702,15
3779,15
3801,15
3851,15
3880,15
3905,15
4012,15
4190,15
4072,15
4090,15
4193,15
4213,15
4307,15
4353,15
4373,15
4497,15
4407,15
4802,15
4852,15
4904,15
4945,15
5007,15
5120,15
5377,15
5390,15
5418,15
5330,15
5435,15
5459,15
5479,15
5464,15
5503,15
5533,15
5592,15
5643,15
5707,15
5740,15
5798,15
5741,15
5755,15
5819,15
5850,15
5910,15
5978,15
6003,15
6093,15
6080,15
6208,15
6289,15
6339,15
6365,15
6380,15
6382,15
6523,15
6864,15
6733,15
6809,15
7321,15
7507,15
7526,15
7636,15
7685,15
7679,15
7716,15
7726,15
7799,15
7811,15
7851,15
8025,15
8350,15
8289,15
8320,15
8355,15
8398,15
8556,15
8562,15
8579,15
8702,15
8679,15
8956,15
9069,15
9127,15
9366,15
9369,15
9376,15
9540,15
9659,15
9699,15
9752,15
9828,15
10067,15
10196,15
10085,15
10440,15
10569,15
11166,15
11513,15
11957,15
12323,15
9466,15
9532,15
5325,15
18,15
5136,15
119,15
117,15
79,15
147,15
223,15
226,15
248,15
253,15
289,15
290,15
363,15
335,15
362,15
369,15
381,15
441,15
451,15
479,15
477,15
627,15
683,15
712,15
752,15
802,15
867,15
947,15
889,15
928,15
1025,15
1138,15
1196,15
1202,15
1208,15
1452,15
1437,15
1505,15
1562,15
1646,15
1677,15
1696,15
1715,15
1740,15
1772,15
1782,15
1733,15
1886,15
1917,15
1955,15
2143,15
2196,15
2162,15
2212,15
2243,15
2292,15
2303,15
2411,15
2412,15
2465,15
2423,15
2458,15
2468,15
2529,15
2604,15
2665,15
2683,15
2758,15
2720,15
2759,15
2851,15
2911,15
3220,15
3414,15
3420,15
3461,15
3527,15
3491,15
3492,15
3573,15
170,14
173,14
254,14
239,14
272,14
300,14
332,14
416,14
415,14
443,14
485,14
486,14
578,14
592,14
618,14
628,14
649,14
637,14
648,14
694,14
772,14
782,14
874,14
926,14
891,14
942,14
954,14
960,14
1013,14
1023,14
1030,14
1057,14
1050,14
1055,14
1078,14
1097,14
1155,14
1201,14
1230,14
1289,14
1247,14
1300,14
1303,14
1320,14
1325,14
1371,14
1378,14
1417,14
1447,14
1465,14
1403,14
1389,14
1498,14
1511,14
1532,14
1587,14
1563,14
1637,14
1662,14
1666,14
1693,14
1709,14
1770,14
1826,14
1774,14
1783,14
1853,14
1865,14
1888,14
1927,14
1966,14
2026,14
1992,14
2033,14
2090,14
2097,14
2153,14
2185,14
2197,14
2277,14
2446,14
2323,14
2346,14
2457,14
2495,14
2503,14
2505,14
2556,14
2509,14
2563,14
2565,14
2586,14
2626,14
2642,14
2681,14
2868,14
2713,14
2790,14
2926,14
2939,14
2941,14
2993,14
3002,14
3059,14
3012,14
3106,14
3120,14
3123,14
3174,14
3178,14
3193,14
3361,14
3364,14
3367,14
3249,14
3471,14
3519,14
3560,14
3587,14
3622,14
3600,14
3657,14
3690,14
3709,14
3759,14
3839,14
3907,14
3934,14
3919,14
3920,14
3940,14
3979,14
4004,14
4010,14
4019,14
4089,14
4070,14
4125,14
4152,14
4166,14
4177,14
4182,14
4220,14
4237,14
4285,14
4253,14
4280,14
4364,14
4444,14
4449,14
4468,14
4516,14
4514,14
4538,14
4543,14
4613,14
4646,14
4656,14
4677,14
4897,14
4728,14
4896,14
4927,14
5010,14
5095,14
5246,14
5260,14
5419,14
5361,14
5450,14
5477,14
5481,14
5513,14
5522,14
5546,14
5764,14
5771,14
5777,14
5757,14
5800,14
5873,14
5905,14
5876,14
6036,14
6043,14
6113,14
6385,14
6471,14
6475,14
6622,14
6584,14
6585,14
6707,14
6725,14
6731,14
6743,14
6807,14
6819,14
6810,14
6978,14
7039,14
7060,14
7120,14
7191,14
7192,14
7318,14
7532,14
7319,14
7515,14
7540,14
7656,14
7680,14
7721,14
7747,14
7727,14
7864,14
7898,14
7902,14
8057,14
8117,14
8165,14
8270,14
8197,14
8235,14
8348,14
8358,14
8510,14
8542,14
8590,14
8729,14
8664,14
8735,14
8871,14
9017,14
9057,14
9202,14
9259,14
9822,14
9875,14
9956,14
9991,14
10004,14
10015,14
10212,14
10046,14
10229,14
10394,14
10454,14
10541,14
10613,14
10758,14
11483,14
10799,14
11896,14
11137,14
6580,14
5812,14
9769,14
5634,14
9351,14
9688,14
5615,14
75,14
2613,13
2666,13
2754,13
2766,13
2780,13
2786,13
2802,13
2982,13
2841,13
2965,13
3005,13
3049,13
3090,13
3102,13
3157,13
3184,13
3163,13
3187,13
3238,13
3300,13
3311,13
3312,13
3353,13
3370,13
3424,13
3380,13
3385,13
3451,13
3463,13
3465,13
3493,13
3529,13
3518,13
3536,13
3551,13
3609,13
3618,13
3637,13
3642,13
3707,13
3662,13
3681,13
3794,13
3820,13
3855,13
3859,13
3876,13
3970,13
3912,13
3995,13
3998,13
4013,13
4025,13
4037,13
4053,13
4202,13
4212,13
4255,13
4165,13
4075,13
4275,13
4341,13
4315,13
4346,13
4384,13
4388,13
4389,13
4393,13
4397,13
4421,13
4398,13
4416,13
4490,13
4523,13
4564,13
4614,13
4650,13
4687,13
4682,13
4689,13
4717,13
4791,13
4798,13
4823,13
4856,13
4895,13
4957,13
4919,13
4933,13
4993,13
5022,13
5055,13
5111,13
5212,13
5175,13
5303,13
5345,13
5372,13
5422,13
5456,13
5530,13
5623,13
5612,13
5613,13
5669,13
5733,13
5738,13
5747,13
5748,13
5796,13
5795,13
5799,13
5803,13
5815,13
5912,13
5917,13
5919,13
5955,13
5958,13
5984,13
5943,13
5990,13
6006,13
6032,13
6111,13
6261,13
6141,13
